"","time","value","age_group","econ_sector","vaccine_group","compartment"
"2934",7,0.000192817184934885,"20-64","sector_18","unvaccinated","hospitalised_death"
"2935",8,0.000226200377480886,"20-64","sector_18","unvaccinated","hospitalised_death"
"2936",9,0.000263058226449626,"20-64","sector_18","unvaccinated","hospitalised_death"
"2937",10,0.000303859866971638,"20-64","sector_18","unvaccinated","hospitalised_death"
"2938",0,0,"20-64","sector_19","unvaccinated","hospitalised_death"
"2939",1,7.56114058733247e-05,"20-64","sector_19","unvaccinated","hospitalised_death"
"2940",2,0.000137854633200324,"20-64","sector_19","unvaccinated","hospitalised_death"
"2941",3,0.000195019684741348,"20-64","sector_19","unvaccinated","hospitalised_death"
"2942",4,0.000251745855984911,"20-64","sector_19","unvaccinated","hospitalised_death"
"2943",5,0.000310750323015607,"20-64","sector_19","unvaccinated","hospitalised_death"
"2944",6,0.000373758891972192,"20-64","sector_19","unvaccinated","hospitalised_death"
"2945",7,0.000442009777998361,"20-64","sector_19","unvaccinated","hospitalised_death"
"2946",8,0.000516528559186378,"20-64","sector_19","unvaccinated","hospitalised_death"
"2947",9,0.000598280513882362,"20-64","sector_19","unvaccinated","hospitalised_death"
"2948",10,0.000688257451675722,"20-64","sector_19","unvaccinated","hospitalised_death"
"2949",0,0,"20-64","sector_20","unvaccinated","hospitalised_death"
"2950",1,6.4809206504273e-05,"20-64","sector_20","unvaccinated","hospitalised_death"
"2951",2,0.000118279288993182,"20-64","sector_20","unvaccinated","hospitalised_death"
"2952",3,0.000167476095930227,"20-64","sector_20","unvaccinated","hospitalised_death"
"2953",4,0.00021629105177874,"20-64","sector_20","unvaccinated","hospitalised_death"
"2954",5,0.000266976752447097,"20-64","sector_20","unvaccinated","hospitalised_death"
"2955",6,0.000320960083347033,"20-64","sector_20","unvaccinated","hospitalised_death"
"2956",7,0.000379273640396144,"20-64","sector_20","unvaccinated","hospitalised_death"
"2957",8,0.000442785850288734,"20-64","sector_20","unvaccinated","hospitalised_death"
"2958",9,0.000512325328973609,"20-64","sector_20","unvaccinated","hospitalised_death"
"2959",10,0.000588750075408176,"20-64","sector_20","unvaccinated","hospitalised_death"
"2960",0,0,"20-64","sector_21","unvaccinated","hospitalised_death"
"2961",1,5.40204642040722e-05,"20-64","sector_21","unvaccinated","hospitalised_death"
"2962",2,9.79169078592606e-05,"20-64","sector_21","unvaccinated","hospitalised_death"
"2963",3,0.000137395623372985,"20-64","sector_21","unvaccinated","hospitalised_death"
"2964",4,0.000175735654903385,"20-64","sector_21","unvaccinated","hospitalised_death"
"2965",5,0.000214922335289435,"20-64","sector_21","unvaccinated","hospitalised_death"
"2966",6,0.000256259159503561,"20-64","sector_21","unvaccinated","hospitalised_death"
"2967",7,0.000300700978495354,"20-64","sector_21","unvaccinated","hospitalised_death"
"2968",8,0.000349037890695825,"20-64","sector_21","unvaccinated","hospitalised_death"
"2969",9,0.000401998968442726,"20-64","sector_21","unvaccinated","hospitalised_death"
"2970",10,0.000460312914722449,"20-64","sector_21","unvaccinated","hospitalised_death"
"2971",0,0,"20-64","sector_22","unvaccinated","hospitalised_death"
"2972",1,0.000123377182147529,"20-64","sector_22","unvaccinated","hospitalised_death"
"2973",2,0.00022495919827928,"20-64","sector_22","unvaccinated","hospitalised_death"
"2974",3,0.000318335845385417,"20-64","sector_22","unvaccinated","hospitalised_death"
"2975",4,0.000411189965829639,"20-64","sector_22","unvaccinated","hospitalised_death"
"2976",5,0.000508101282500415,"20-64","sector_22","unvaccinated","hospitalised_death"
"2977",6,0.000612046795040508,"20-64","sector_22","unvaccinated","hospitalised_death"
"2978",7,0.000725209520693346,"20-64","sector_22","unvaccinated","hospitalised_death"
"2979",8,0.000849419664066988,"20-64","sector_22","unvaccinated","hospitalised_death"
"2980",9,0.000986400361571611,"20-64","sector_22","unvaccinated","hospitalised_death"
"2981",10,0.00113790971084471,"20-64","sector_22","unvaccinated","hospitalised_death"
"2982",0,0,"20-64","sector_23","unvaccinated","hospitalised_death"
"2983",1,5.83243323981992e-05,"20-64","sector_23","unvaccinated","hospitalised_death"
"2984",2,0.000106348158298482,"20-64","sector_23","unvaccinated","hospitalised_death"
"2985",3,0.000150470604063735,"20-64","sector_23","unvaccinated","hospitalised_death"
"2986",4,0.000194271538189863,"20-64","sector_23","unvaccinated","hospitalised_death"
"2987",5,0.000239846889347457,"20-64","sector_23","unvaccinated","hospitalised_death"
"2988",6,0.000288527524002792,"20-64","sector_23","unvaccinated","hospitalised_death"
"2989",7,0.000341268267667831,"20-64","sector_23","unvaccinated","hospitalised_death"
"2990",8,0.000398860173088596,"20-64","sector_23","unvaccinated","hospitalised_death"
"2991",9,0.000462048092592915,"20-64","sector_23","unvaccinated","hospitalised_death"
"2992",10,0.000531597672851545,"20-64","sector_23","unvaccinated","hospitalised_death"
"2993",0,0,"20-64","sector_24","unvaccinated","hospitalised_death"
"2994",1,7.59564702067414e-05,"20-64","sector_24","unvaccinated","hospitalised_death"
"2995",2,0.000138563454967571,"20-64","sector_24","unvaccinated","hospitalised_death"
"2996",3,0.000196079988243113,"20-64","sector_24","unvaccinated","hospitalised_death"
"2997",4,0.000253061823799717,"20-64","sector_24","unvaccinated","hospitalised_death"
"2998",5,0.000312150264343331,"20-64","sector_24","unvaccinated","hospitalised_death"
"2999",6,0.000375020176944577,"20-64","sector_24","unvaccinated","hospitalised_death"
"3000",7,0.000442883515962552,"20-64","sector_24","unvaccinated","hospitalised_death"
"3001",8,0.000516758244235106,"20-64","sector_24","unvaccinated","hospitalised_death"
"3002",9,0.00059761387408588,"20-64","sector_24","unvaccinated","hospitalised_death"
"3003",10,0.000686452571835057,"20-64","sector_24","unvaccinated","hospitalised_death"
"3004",0,0,"20-64","sector_25","unvaccinated","hospitalised_death"
"3005",1,0.000918120696872842,"20-64","sector_25","unvaccinated","hospitalised_death"
"3006",2,0.00165752512291224,"20-64","sector_25","unvaccinated","hospitalised_death"
"3007",3,0.00231262148820108,"20-64","sector_25","unvaccinated","hospitalised_death"
"3008",4,0.00293848088813463,"20-64","sector_25","unvaccinated","hospitalised_death"
"3009",5,0.00356894035586188,"20-64","sector_25","unvaccinated","hospitalised_death"
"3010",6,0.00422644675677706,"20-64","sector_25","unvaccinated","hospitalised_death"
"3011",7,0.00492746719250995,"20-64","sector_25","unvaccinated","hospitalised_death"
"3012",8,0.00568550907252996,"20-64","sector_25","unvaccinated","hospitalised_death"
"3013",9,0.0065128460912429,"20-64","sector_25","unvaccinated","hospitalised_death"
"3014",10,0.0074215414007068,"20-64","sector_25","unvaccinated","hospitalised_death"
"3015",0,0,"20-64","sector_26","unvaccinated","hospitalised_death"
"3016",1,0.00191811026166877,"20-64","sector_26","unvaccinated","hospitalised_death"
"3017",2,0.00354148919904803,"20-64","sector_26","unvaccinated","hospitalised_death"
"3018",3,0.00510001407696934,"20-64","sector_26","unvaccinated","hospitalised_death"
"3019",4,0.00672033986240625,"20-64","sector_26","unvaccinated","hospitalised_death"
"3020",5,0.00847671862216943,"20-64","sector_26","unvaccinated","hospitalised_death"
"3021",6,0.0104176023256082,"20-64","sector_26","unvaccinated","hospitalised_death"
"3022",7,0.0125796221366887,"20-64","sector_26","unvaccinated","hospitalised_death"
"3023",8,0.0149950022381146,"20-64","sector_26","unvaccinated","hospitalised_death"
"3024",9,0.0176955740087224,"20-64","sector_26","unvaccinated","hospitalised_death"
"3025",10,0.0207150447041059,"20-64","sector_26","unvaccinated","hospitalised_death"
"3026",0,0,"20-64","sector_27","unvaccinated","hospitalised_death"
"3027",1,0.000312229023976075,"20-64","sector_27","unvaccinated","hospitalised_death"
"3028",2,0.000571305274422708,"20-64","sector_27","unvaccinated","hospitalised_death"
"3029",3,0.000812280044596986,"20-64","sector_27","unvaccinated","hospitalised_death"
"3030",4,0.00105455391262206,"20-64","sector_27","unvaccinated","hospitalised_death"
"3031",5,0.00130936395795776,"20-64","sector_27","unvaccinated","hospitalised_death"
"3032",6,0.00158379276129075,"20-64","sector_27","unvaccinated","hospitalised_death"
"3033",7,0.00188292344137746,"20-64","sector_27","unvaccinated","hospitalised_death"
"3034",8,0.00221100615392002,"20-64","sector_27","unvaccinated","hospitalised_death"
"3035",9,0.00257209830864018,"20-64","sector_27","unvaccinated","hospitalised_death"
"3036",10,0.00297042597141207,"20-64","sector_27","unvaccinated","hospitalised_death"
"3037",0,0,"20-64","sector_28","unvaccinated","hospitalised_death"
"3038",1,5.88409364626324e-06,"20-64","sector_28","unvaccinated","hospitalised_death"
"3039",2,1.066520066323e-05,"20-64","sector_28","unvaccinated","hospitalised_death"
"3040",3,1.4958253013008e-05,"20-64","sector_28","unvaccinated","hospitalised_death"
"3041",4,1.91114837540275e-05,"20-64","sector_28","unvaccinated","hospitalised_death"
"3042",5,2.33323227380366e-05,"20-64","sector_28","unvaccinated","hospitalised_death"
"3043",6,2.77549696542262e-05,"20-64","sector_28","unvaccinated","hospitalised_death"
"3044",7,3.24768652818548e-05,"20-64","sector_28","unvaccinated","hospitalised_death"
"3045",8,3.75785613969616e-05,"20-64","sector_28","unvaccinated","hospitalised_death"
"3046",9,4.31347318394046e-05,"20-64","sector_28","unvaccinated","hospitalised_death"
"3047",10,4.92204683797538e-05,"20-64","sector_28","unvaccinated","hospitalised_death"
"3048",0,0,"20-64","sector_29","unvaccinated","hospitalised_death"
"3049",1,3.10729816313152e-05,"20-64","sector_29","unvaccinated","hospitalised_death"
"3050",2,5.66499141999913e-05,"20-64","sector_29","unvaccinated","hospitalised_death"
"3051",3,8.01441556309324e-05,"20-64","sector_29","unvaccinated","hospitalised_death"
"3052",4,0.000103482813512209,"20-64","sector_29","unvaccinated","hospitalised_death"
"3053",5,0.000127814603203078,"20-64","sector_29","unvaccinated","hospitalised_death"
"3054",6,0.000153887775904537,"20-64","sector_29","unvaccinated","hospitalised_death"
"3055",7,0.000182253224534445,"20-64","sector_29","unvaccinated","hospitalised_death"
"3056",8,0.000213374877022856,"20-64","sector_29","unvaccinated","hospitalised_death"
"3057",9,0.00024769093890695,"20-64","sector_29","unvaccinated","hospitalised_death"
"3058",10,0.00028564915032637,"20-64","sector_29","unvaccinated","hospitalised_death"
"3059",0,0,"20-64","sector_30","unvaccinated","hospitalised_death"
"3060",1,0.000162114719856068,"20-64","sector_30","unvaccinated","hospitalised_death"
"3061",2,0.000297410398130347,"20-64","sector_30","unvaccinated","hospitalised_death"
"3062",3,0.000424497778853692,"20-64","sector_30","unvaccinated","hospitalised_death"
"3063",4,0.000553743027604379,"20-64","sector_30","unvaccinated","hospitalised_death"
"3064",5,0.000691253521509144,"20-64","sector_30","unvaccinated","hospitalised_death"
"3065",6,0.000840987944117525,"20-64","sector_30","unvaccinated","hospitalised_death"
"3066",7,0.00100587939892422,"20-64","sector_30","unvaccinated","hospitalised_death"
"3067",8,0.00118843938219996,"20-64","sector_30","unvaccinated","hospitalised_death"
"3068",9,0.00139108923578574,"20-64","sector_30","unvaccinated","hospitalised_death"
"3069",10,0.00161634926406865,"20-64","sector_30","unvaccinated","hospitalised_death"
"3070",0,0,"20-64","sector_31","unvaccinated","hospitalised_death"
"3071",1,0.000108214503765802,"20-64","sector_31","unvaccinated","hospitalised_death"
"3072",2,0.000199308395485355,"20-64","sector_31","unvaccinated","hospitalised_death"
"3073",3,0.000285963813291574,"20-64","sector_31","unvaccinated","hospitalised_death"
"3074",4,0.000375087109674939,"20-64","sector_31","unvaccinated","hospitalised_death"
"3075",5,0.000470621374397215,"20-64","sector_31","unvaccinated","hospitalised_death"
"3076",6,0.000575036839741423,"20-64","sector_31","unvaccinated","hospitalised_death"
"3077",7,0.000690122219220592,"20-64","sector_31","unvaccinated","hospitalised_death"
"3078",8,0.000817406982476677,"20-64","sector_31","unvaccinated","hospitalised_death"
"3079",9,0.000958389553603432,"20-64","sector_31","unvaccinated","hospitalised_death"
"3080",10,0.0011146642848604,"20-64","sector_31","unvaccinated","hospitalised_death"
"3081",0,0,"20-64","sector_32","unvaccinated","hospitalised_death"
"3082",1,0.000875399011011804,"20-64","sector_32","unvaccinated","hospitalised_death"
"3083",2,0.00161999400671884,"20-64","sector_32","unvaccinated","hospitalised_death"
"3084",3,0.00233784685610568,"20-64","sector_32","unvaccinated","hospitalised_death"
"3085",4,0.00308411278336623,"20-64","sector_32","unvaccinated","hospitalised_death"
"3086",5,0.00388972471688643,"20-64","sector_32","unvaccinated","hospitalised_death"
"3087",6,0.00477411589203472,"20-64","sector_32","unvaccinated","hospitalised_death"
"3088",7,0.00575175683719625,"20-64","sector_32","unvaccinated","hospitalised_death"
"3089",8,0.00683551432450149,"20-64","sector_32","unvaccinated","hospitalised_death"
"3090",9,0.008038393758456,"20-64","sector_32","unvaccinated","hospitalised_death"
"3091",10,0.00937447241887708,"20-64","sector_32","unvaccinated","hospitalised_death"
"3092",0,0,"20-64","sector_33","unvaccinated","hospitalised_death"
"3093",1,0.000140560302907396,"20-64","sector_33","unvaccinated","hospitalised_death"
"3094",2,0.000256533300278162,"20-64","sector_33","unvaccinated","hospitalised_death"
"3095",3,0.000363471881687536,"20-64","sector_33","unvaccinated","hospitalised_death"
"3096",4,0.000470132836956985,"20-64","sector_33","unvaccinated","hospitalised_death"
"3097",5,0.000581724938247728,"20-64","sector_33","unvaccinated","hospitalised_death"
"3098",6,0.000701639541710949,"20-64","sector_33","unvaccinated","hospitalised_death"
"3099",7,0.000832378414156426,"20-64","sector_33","unvaccinated","hospitalised_death"
"3100",8,0.000976056668957337,"20-64","sector_33","unvaccinated","hospitalised_death"
"3101",9,0.00113468099602165,"20-64","sector_33","unvaccinated","hospitalised_death"
"3102",10,0.00131030945045481,"20-64","sector_33","unvaccinated","hospitalised_death"
"3103",0,0,"20-64","sector_34","unvaccinated","hospitalised_death"
"3104",1,8.51726832556221e-05,"20-64","sector_34","unvaccinated","hospitalised_death"
"3105",2,0.00015529710620483,"20-64","sector_34","unvaccinated","hospitalised_death"
"3106",3,0.000219754045764225,"20-64","sector_34","unvaccinated","hospitalised_death"
"3107",4,0.000283847020959038,"20-64","sector_34","unvaccinated","hospitalised_death"
"3108",5,0.000350737550952257,"20-64","sector_34","unvaccinated","hospitalised_death"
"3109",6,0.000422480780193781,"20-64","sector_34","unvaccinated","hospitalised_death"
"3110",7,0.000500583714930355,"20-64","sector_34","unvaccinated","hospitalised_death"
"3111",8,0.000586309752270296,"20-64","sector_34","unvaccinated","hospitalised_death"
"3112",9,0.000680848317724317,"20-64","sector_34","unvaccinated","hospitalised_death"
"3113",10,0.000785412911396708,"20-64","sector_34","unvaccinated","hospitalised_death"
"3114",0,0,"20-64","sector_35","unvaccinated","hospitalised_death"
"3115",1,0.00032603789054755,"20-64","sector_35","unvaccinated","hospitalised_death"
"3116",2,0.000592939838124061,"20-64","sector_35","unvaccinated","hospitalised_death"
"3117",3,0.00083586617063565,"20-64","sector_35","unvaccinated","hospitalised_death"
"3118",4,0.00107466371054735,"20-64","sector_35","unvaccinated","hospitalised_death"
"3119",5,0.00132106220403571,"20-64","sector_35","unvaccinated","hospitalised_death"
"3120",6,0.00158256412002575,"20-64","sector_35","unvaccinated","hospitalised_death"
"3121",7,0.00186456031355141,"20-64","sector_35","unvaccinated","hospitalised_death"
"3122",8,0.00217149166999132,"20-64","sector_35","unvaccinated","hospitalised_death"
"3123",9,0.00250749728159771,"20-64","sector_35","unvaccinated","hospitalised_death"
"3124",10,0.00287678672444705,"20-64","sector_35","unvaccinated","hospitalised_death"
"3125",0,0,"20-64","sector_36","unvaccinated","hospitalised_death"
"3126",1,0.000420977104791575,"20-64","sector_36","unvaccinated","hospitalised_death"
"3127",2,0.000770390440739141,"20-64","sector_36","unvaccinated","hospitalised_death"
"3128",3,0.00109491645279672,"20-64","sector_36","unvaccinated","hospitalised_death"
"3129",4,0.00142002144849687,"20-64","sector_36","unvaccinated","hospitalised_death"
"3130",5,0.00176031322056702,"20-64","sector_36","unvaccinated","hospitalised_death"
"3131",6,0.00212499321605087,"20-64","sector_36","unvaccinated","hospitalised_death"
